pattern_id,user_id,habit_strength,habit_consistency,procrastination_score,discipline_score,addiction_score,distraction_pattern,focus_pattern,stress_pattern,coping_style,decision_style,thinking_style,learning_style,risk_behavior,emotional_pattern,social_pattern,growth_pattern,stability_index,recorded_at
64288,64288,73.1,63.1,31.5,73.5,36.5,51.1,54.1,58.1,Problem-focused,Conceptual,Creative,Auditory,56.4,88.3,69.2,51.1,65.5,2025-06-30
64289,64289,67.5,65.7,30.0,72.8,55.1,43.5,48.5,45.7,Avoidance,Intuitive,Creative,Reading/Writing,5.7,21.4,15.9,52.3,54.2,2025-06-30
64290,64290,72.4,80.6,44.2,71.9,45.6,48.4,51.9,65.3,Avoidance,Intuitive,Linear,Multimodal,29.2,21.1,28.0,57.1,41.7,2025-06-30
64291,64291,86.5,74.9,35.5,78.2,62.7,48.9,49.4,74.8,Problem-focused,Analytical,Critical,Multimodal,30.8,16.7,71.0,63.6,41.4,2025-06-30
64292,64292,26.8,44.1,63.0,33.7,83.1,98.3,6.9,59.0,Avoidance,Behavioral,Linear,Reading/Writing,39.7,39.0,65.1,19.5,33.8,2025-06-30
64293,64293,45.6,46.7,41.2,53.2,79.0,72.1,31.5,33.4,Mixed,Behavioral,Critical,Reading/Writing,2.7,5.7,53.7,26.8,15.0,2025-06-30
64294,64294,38.6,40.6,66.9,45.9,79.7,98.6,4.0,32.9,Mixed,Directive,Linear,Multimodal,70.8,40.8,60.6,45.8,33.0,2025-06-30
64295,64295,81.8,88.6,27.7,80.7,48.4,24.5,70.7,69.9,Spiritual,Directive,Critical,Reading/Writing,30.3,52.0,67.2,70.5,65.0,2025-06-30
64296,64296,54.3,71.7,39.4,63.9,74.4,61.9,43.8,74.1,Mixed,Intuitive,Creative,Kinesthetic,29.6,60.7,21.5,54.4,60.2,2025-06-30
64297,64297,37.1,36.1,48.3,41.7,79.0,74.0,20.1,51.4,Emotion-focused,Behavioral,Systems,Visual,25.5,29.4,93.7,17.9,16.1,2025-06-30
64298,64298,29.4,33.1,68.9,29.3,77.2,100.0,9.9,62.0,Social,Behavioral,Linear,Kinesthetic,30.2,28.3,39.1,26.5,26.5,2025-06-30
64299,64299,64.4,58.0,55.9,63.4,51.5,51.0,53.8,6.5,Social,Directive,Lateral,Auditory,28.9,59.1,24.4,47.2,57.1,2025-06-30
64300,64300,87.1,84.2,8.8,86.2,45.2,27.6,66.8,38.0,Spiritual,Analytical,Lateral,Reading/Writing,34.6,40.5,3.0,64.9,58.9,2025-06-30
64301,64301,71.3,80.4,39.4,75.3,49.2,41.0,55.7,88.8,Mixed,Intuitive,Creative,Multimodal,55.5,34.2,40.1,47.4,50.1,2025-06-30
64302,64302,52.6,51.4,54.9,50.7,48.7,52.2,36.3,66.7,Problem-focused,Intuitive,Lateral,Multimodal,40.1,33.6,27.6,46.0,41.7,2025-06-30
64303,64303,26.0,28.5,83.7,26.3,78.3,85.2,3.1,55.6,Mixed,Directive,Creative,Visual,54.9,59.8,86.1,31.4,55.2,2025-06-30
64304,64304,35.3,52.1,54.3,47.8,73.3,60.4,35.1,46.7,Avoidance,Intuitive,Lateral,Multimodal,72.7,42.8,75.2,45.0,43.1,2025-06-30
64305,64305,64.1,56.2,62.0,51.1,77.0,64.5,38.1,65.7,Spiritual,Analytical,Critical,Kinesthetic,65.0,56.4,68.2,55.8,57.8,2025-06-30
64306,64306,45.8,49.3,50.9,41.7,84.3,60.3,36.0,83.4,Social,Analytical,Critical,Reading/Writing,8.7,40.2,63.5,31.5,44.2,2025-06-30
64307,64307,16.1,26.1,95.5,18.3,96.2,96.5,3.8,56.5,Problem-focused,Behavioral,Linear,Multimodal,21.7,32.9,71.9,7.6,23.8,2025-06-30
64308,64308,75.0,83.7,27.0,85.6,50.6,43.3,64.1,66.8,Avoidance,Behavioral,Critical,Auditory,18.7,43.5,72.4,65.4,52.8,2025-06-30
64309,64309,66.7,46.0,66.8,55.5,67.7,80.1,21.9,26.0,Problem-focused,Behavioral,Critical,Multimodal,0.0,41.3,52.5,34.9,26.5,2025-06-30
64310,64310,48.3,76.8,34.5,60.0,41.1,56.8,42.1,63.4,Social,Directive,Systems,Visual,41.7,74.1,69.4,55.5,72.8,2025-06-30
64311,64311,31.7,19.3,96.7,22.9,96.3,86.8,15.8,43.5,Avoidance,Directive,Systems,Reading/Writing,4.8,52.3,23.3,33.2,36.3,2025-06-30
64312,64312,49.5,68.4,36.9,52.9,55.2,92.2,19.8,47.8,Social,Conceptual,Creative,Reading/Writing,32.4,23.5,47.8,35.9,42.8,2025-06-30
64313,64313,66.2,51.0,46.7,53.6,63.5,70.3,41.3,44.6,Problem-focused,Conceptual,Linear,Kinesthetic,29.3,8.4,65.1,30.5,25.8,2025-06-30
64314,64314,92.3,75.2,16.7,83.7,27.0,26.8,70.3,57.8,Mixed,Directive,Linear,Multimodal,10.4,55.9,31.1,66.1,59.1,2025-06-30
64315,64315,72.5,83.0,33.8,72.5,59.2,56.6,38.0,59.4,Problem-focused,Conceptual,Lateral,Auditory,17.7,18.4,78.1,31.7,44.2,2025-06-30
64316,64316,55.7,31.5,67.2,47.3,69.0,70.7,33.1,42.7,Problem-focused,Directive,Linear,Visual,27.4,17.5,16.8,42.4,33.0,2025-06-30
64317,64317,44.6,31.1,66.0,44.5,74.1,54.0,49.7,75.2,Emotion-focused,Conceptual,Linear,Auditory,23.3,17.4,55.6,28.7,22.6,2025-06-30
64318,64318,49.2,54.4,59.9,45.0,85.3,82.0,22.1,52.0,Problem-focused,Conceptual,Critical,Reading/Writing,16.0,79.2,34.6,23.5,62.7,2025-06-30
64319,64319,80.0,74.9,54.5,71.6,49.9,53.9,53.0,50.5,Spiritual,Intuitive,Lateral,Kinesthetic,42.9,33.1,40.5,53.9,51.5,2025-06-30
64320,64320,26.9,20.6,71.9,27.7,92.7,100.0,3.8,61.0,Emotion-focused,Analytical,Linear,Auditory,17.4,65.3,29.7,31.3,38.2,2025-06-30
64321,64321,52.7,36.2,47.7,46.8,80.1,36.9,66.1,51.7,Avoidance,Intuitive,Systems,Kinesthetic,34.4,28.1,48.8,48.3,36.1,2025-06-30
64322,64322,82.5,66.9,47.5,72.0,45.4,37.3,68.6,53.8,Emotion-focused,Directive,Creative,Visual,58.2,36.7,61.9,50.7,54.9,2025-06-30
64323,64323,92.1,70.9,30.1,75.1,25.9,52.8,54.0,78.8,Problem-focused,Directive,Critical,Kinesthetic,90.7,52.2,52.3,76.2,69.8,2025-06-30
64324,64324,39.1,34.5,58.3,42.6,100.0,91.7,10.7,37.2,Social,Intuitive,Creative,Multimodal,21.4,69.1,42.4,46.9,53.5,2025-06-30
64325,64325,48.8,23.3,63.5,33.6,87.9,93.3,5.3,59.2,Avoidance,Conceptual,Lateral,Kinesthetic,29.0,20.6,35.1,43.0,32.8,2025-06-30
64326,64326,76.3,84.2,29.2,74.0,48.2,67.8,39.1,85.6,Mixed,Analytical,Creative,Multimodal,22.4,79.7,50.1,78.8,92.2,2025-06-30
64327,64327,49.7,41.4,66.7,47.9,65.9,54.9,42.8,65.7,Spiritual,Directive,Linear,Auditory,32.7,39.6,68.7,28.4,40.1,2025-06-30
64328,64328,20.0,23.6,70.7,23.8,74.8,78.5,10.7,48.0,Mixed,Intuitive,Linear,Kinesthetic,58.0,27.6,66.4,0.0,10.1,2025-06-30
64329,64329,57.9,50.9,52.9,60.8,54.7,54.7,48.6,35.9,Social,Analytical,Creative,Multimodal,60.6,20.8,70.7,59.4,53.0,2025-06-30
64330,64330,47.1,42.3,60.8,36.3,72.3,92.3,18.3,18.0,Spiritual,Intuitive,Linear,Auditory,59.8,40.4,33.1,50.5,27.2,2025-06-30
64331,64331,69.1,76.9,34.8,64.5,68.0,59.9,30.3,57.9,Mixed,Intuitive,Lateral,Reading/Writing,29.5,32.6,14.5,55.1,55.9,2025-06-30
64332,64332,56.7,59.8,40.5,63.7,44.1,74.5,23.4,33.0,Social,Intuitive,Systems,Visual,70.1,59.5,67.1,42.6,57.2,2025-06-30
64333,64333,64.0,54.4,44.9,57.9,72.0,81.5,26.1,89.1,Emotion-focused,Intuitive,Systems,Reading/Writing,42.1,32.2,80.4,36.4,33.3,2025-06-30
64334,64334,32.1,25.3,94.7,22.2,85.1,100.0,0.0,66.6,Avoidance,Analytical,Critical,Visual,42.1,34.6,50.9,29.9,45.2,2025-06-30
64335,64335,40.2,48.1,48.6,46.5,61.8,73.4,28.1,24.8,Avoidance,Directive,Lateral,Kinesthetic,58.5,42.5,82.3,45.4,41.1,2025-06-30
64336,64336,39.7,52.3,72.5,43.3,82.1,58.9,26.7,39.2,Social,Intuitive,Linear,Auditory,55.6,34.3,51.9,30.1,28.6,2025-06-30
64337,64337,71.8,73.0,31.7,80.4,41.4,43.5,58.5,9.1,Spiritual,Intuitive,Systems,Reading/Writing,34.8,48.0,22.0,69.1,65.3,2025-06-30
64338,64338,56.0,57.6,34.1,63.4,64.4,52.7,45.9,60.3,Avoidance,Directive,Linear,Kinesthetic,22.2,67.2,78.9,40.7,44.5,2025-06-30
64339,64339,74.3,59.8,47.1,65.9,72.3,40.1,51.6,54.7,Avoidance,Conceptual,Critical,Reading/Writing,43.1,56.2,40.5,79.6,67.9,2025-06-30
64340,64340,39.5,51.0,60.1,42.0,62.6,95.0,21.5,78.8,Avoidance,Analytical,Critical,Multimodal,61.0,45.0,65.7,25.4,37.7,2025-06-30
64341,64341,56.2,51.1,63.6,49.4,71.0,65.9,31.4,44.6,Social,Analytical,Critical,Kinesthetic,53.1,44.7,82.1,51.7,50.4,2025-06-30
64342,64342,60.1,64.9,62.0,58.8,61.5,72.7,39.0,52.5,Emotion-focused,Conceptual,Creative,Multimodal,27.7,18.5,0.0,54.5,36.5,2025-06-30
64343,64343,62.2,36.2,59.3,44.5,65.7,79.7,37.9,28.3,Emotion-focused,Conceptual,Creative,Kinesthetic,63.0,63.8,36.5,26.8,48.8,2025-06-30
64344,64344,55.7,57.3,29.6,61.2,71.4,47.6,40.0,77.7,Mixed,Analytical,Lateral,Reading/Writing,24.5,18.2,47.9,31.2,36.0,2025-06-30
64345,64345,41.0,50.3,55.5,44.6,63.8,68.4,22.1,52.3,Emotion-focused,Conceptual,Systems,Auditory,11.8,38.6,56.3,33.7,38.0,2025-06-30
64346,64346,72.4,53.8,58.4,57.8,61.1,70.8,43.1,75.8,Avoidance,Intuitive,Critical,Visual,39.8,38.4,38.3,34.9,48.7,2025-06-30
64347,64347,41.2,24.7,72.3,32.8,80.7,98.0,8.5,36.1,Social,Directive,Linear,Reading/Writing,58.9,26.4,45.5,29.9,23.9,2025-06-30
64348,64348,70.0,61.1,46.8,64.8,55.8,67.8,35.7,61.1,Problem-focused,Behavioral,Systems,Auditory,23.8,15.0,71.6,51.3,34.7,2025-06-30
64349,64349,35.9,28.9,64.2,38.6,69.1,81.8,18.2,37.0,Mixed,Conceptual,Systems,Kinesthetic,31.1,24.1,82.7,26.8,22.5,2025-06-30
64350,64350,32.0,38.6,57.7,46.6,74.5,61.4,32.4,54.2,Emotion-focused,Intuitive,Linear,Reading/Writing,43.7,22.5,43.7,53.0,34.8,2025-06-30
64351,64351,64.4,69.0,45.1,64.3,54.2,50.6,57.4,29.2,Emotion-focused,Directive,Critical,Multimodal,52.5,24.3,11.6,37.3,37.9,2025-06-30
64352,64352,62.6,59.1,46.9,59.3,60.7,58.0,43.2,70.2,Mixed,Analytical,Systems,Kinesthetic,24.5,36.2,38.1,43.3,35.3,2025-06-30
64353,64353,72.2,71.2,27.2,74.7,53.9,27.4,50.5,80.0,Spiritual,Behavioral,Lateral,Auditory,39.6,67.7,39.0,80.3,57.7,2025-06-30
64354,64354,35.3,32.2,72.5,31.3,85.4,89.8,7.0,60.9,Social,Behavioral,Creative,Visual,25.3,38.9,51.5,42.8,34.6,2025-06-30
64355,64355,64.3,47.8,53.6,57.1,56.4,85.2,15.8,63.6,Social,Directive,Creative,Multimodal,48.2,44.3,57.5,33.8,44.4,2025-06-30
64356,64356,44.0,22.3,60.3,39.4,85.2,62.4,24.6,56.1,Avoidance,Directive,Critical,Kinesthetic,57.8,41.0,51.6,11.3,31.5,2025-06-30
64357,64357,60.9,47.6,58.6,39.1,73.4,88.1,25.8,76.3,Mixed,Analytical,Linear,Multimodal,44.0,37.6,14.6,30.6,46.4,2025-06-30
64358,64358,56.5,61.6,44.6,53.7,59.2,70.3,42.7,79.0,Spiritual,Conceptual,Systems,Reading/Writing,38.5,35.4,42.2,62.9,46.5,2025-06-30
64359,64359,43.9,67.7,17.0,61.4,54.9,68.3,39.9,33.7,Mixed,Conceptual,Critical,Reading/Writing,31.1,38.4,51.1,48.4,49.1,2025-06-30
64360,64360,55.6,44.8,49.5,47.2,69.1,58.4,30.0,62.9,Avoidance,Behavioral,Lateral,Multimodal,38.7,36.6,55.2,52.0,32.0,2025-06-30
64361,64361,72.6,67.6,41.4,68.3,75.2,84.7,20.4,35.5,Social,Behavioral,Critical,Multimodal,65.8,43.9,52.2,73.3,51.2,2025-06-30
64362,64362,71.0,62.8,49.6,66.1,74.0,56.3,45.4,77.3,Spiritual,Behavioral,Lateral,Kinesthetic,53.1,47.6,73.8,60.0,50.1,2025-06-30
64363,64363,49.9,60.1,52.2,62.2,61.6,33.4,61.0,48.3,Avoidance,Intuitive,Lateral,Auditory,55.8,14.6,68.8,66.2,46.0,2025-06-30
64364,64364,54.8,56.1,75.5,49.4,68.4,60.1,33.9,23.8,Mixed,Conceptual,Lateral,Visual,22.4,21.4,67.6,51.1,42.2,2025-06-30
64365,64365,56.6,54.0,43.8,69.9,39.1,39.5,52.9,40.9,Emotion-focused,Behavioral,Creative,Kinesthetic,63.6,41.1,71.3,68.8,50.6,2025-06-30
64366,64366,74.1,50.0,42.9,65.7,58.9,55.6,44.0,18.7,Spiritual,Intuitive,Linear,Multimodal,17.4,40.6,61.0,56.6,36.6,2025-06-30
64367,64367,32.9,54.6,50.3,45.6,71.8,40.7,46.7,40.9,Mixed,Conceptual,Creative,Reading/Writing,49.4,59.1,93.4,45.5,69.7,2025-06-30
64368,64368,48.5,53.8,59.8,53.1,49.0,43.0,38.8,30.0,Mixed,Behavioral,Systems,Auditory,34.3,12.3,65.0,42.9,39.8,2025-06-30
64369,64369,41.7,34.1,47.5,40.2,97.0,79.9,17.0,60.4,Social,Directive,Critical,Auditory,70.4,33.9,34.4,53.2,30.8,2025-06-30
64370,64370,49.7,32.2,59.0,44.4,76.8,69.4,28.0,39.3,Spiritual,Analytical,Linear,Reading/Writing,32.5,23.2,28.2,32.7,15.7,2025-06-30
64371,64371,29.8,35.3,81.0,35.8,82.9,68.2,22.0,63.8,Avoidance,Intuitive,Lateral,Visual,49.3,56.8,38.0,20.9,42.6,2025-06-30
64372,64372,68.9,61.7,50.5,63.0,55.9,66.5,42.4,29.5,Problem-focused,Directive,Creative,Auditory,47.3,59.4,30.9,64.2,65.4,2025-06-30
64373,64373,58.5,59.7,45.2,54.7,68.9,56.4,43.8,41.4,Avoidance,Analytical,Creative,Reading/Writing,37.6,27.7,57.6,36.5,39.7,2025-06-30
64374,64374,46.1,25.4,59.2,30.5,92.8,42.0,46.7,58.3,Spiritual,Conceptual,Systems,Multimodal,73.6,56.4,70.6,38.1,50.2,2025-06-30
64375,64375,47.6,46.2,61.3,45.8,86.8,96.8,18.8,27.3,Emotion-focused,Behavioral,Creative,Multimodal,8.6,24.8,91.0,40.8,32.0,2025-06-30
64376,64376,91.1,97.6,3.8,92.6,15.9,53.9,49.0,53.5,Problem-focused,Conceptual,Systems,Kinesthetic,56.2,58.0,50.3,91.0,68.6,2025-06-30
64377,64377,63.0,63.2,35.1,70.2,60.2,56.9,40.8,69.1,Mixed,Analytical,Lateral,Visual,32.9,26.9,46.7,38.0,52.1,2025-06-30
64378,64378,87.8,72.1,29.3,75.1,50.3,82.5,32.7,43.6,Social,Directive,Systems,Auditory,70.3,61.1,6.9,50.7,58.9,2025-06-30
64379,64379,62.6,62.2,62.1,62.2,62.4,42.5,58.6,27.9,Spiritual,Directive,Creative,Kinesthetic,30.6,20.4,84.1,44.5,26.4,2025-06-30
64380,64380,61.2,38.1,53.4,44.1,64.2,76.7,12.5,68.3,Social,Intuitive,Critical,Multimodal,37.6,49.8,40.1,32.7,40.6,2025-06-30
64381,64381,38.0,40.1,51.3,49.4,76.6,58.0,35.5,60.6,Problem-focused,Directive,Linear,Auditory,41.9,31.4,44.0,50.3,35.9,2025-06-30
64382,64382,68.6,35.6,55.6,49.7,85.3,75.3,17.8,42.3,Emotion-focused,Behavioral,Critical,Reading/Writing,44.7,13.5,92.6,44.2,22.6,2025-06-30
64383,64383,20.9,31.5,69.1,27.4,93.3,75.8,16.1,52.3,Social,Analytical,Lateral,Kinesthetic,40.2,36.8,59.7,8.3,30.0,2025-06-30
64384,64384,77.9,76.8,18.3,80.5,43.2,25.3,60.6,52.3,Problem-focused,Conceptual,Critical,Visual,45.1,44.2,50.2,60.1,42.5,2025-06-30
64385,64385,30.0,34.0,64.6,42.0,55.6,89.5,8.4,50.2,Avoidance,Directive,Creative,Reading/Writing,70.9,35.4,47.7,50.8,28.3,2025-06-30
64386,64386,69.4,46.4,50.9,60.2,78.4,53.6,57.9,54.1,Avoidance,Directive,Critical,Reading/Writing,29.3,48.2,74.0,49.4,59.4,2025-06-30
64387,64387,36.6,42.0,57.2,39.7,75.0,76.5,19.0,72.2,Mixed,Intuitive,Lateral,Multimodal,51.7,34.3,51.1,37.5,35.5,2025-06-30
64388,64388,54.0,50.3,54.5,58.8,44.5,40.9,48.4,42.5,Avoidance,Intuitive,Linear,Reading/Writing,41.9,17.9,63.4,38.1,28.6,2025-06-30
64389,64389,49.3,45.6,56.5,49.3,49.3,85.6,21.7,32.5,Emotion-focused,Analytical,Critical,Auditory,60.0,34.6,59.6,37.5,35.6,2025-06-30
64390,64390,77.0,65.5,41.4,62.8,84.5,59.7,30.2,61.4,Social,Directive,Systems,Multimodal,30.7,39.5,17.8,45.9,43.8,2025-06-30
64391,64391,78.2,73.3,28.4,73.8,33.0,17.2,72.2,13.8,Problem-focused,Directive,Critical,Reading/Writing,28.1,36.0,49.7,44.5,40.8,2025-06-30
64392,64392,75.1,66.3,39.4,66.9,53.3,69.8,46.3,58.1,Emotion-focused,Behavioral,Critical,Kinesthetic,28.0,47.1,33.4,72.3,62.1,2025-06-30
64393,64393,50.1,67.6,40.9,66.6,87.1,38.7,59.2,43.5,Emotion-focused,Behavioral,Critical,Reading/Writing,37.1,67.4,25.8,68.9,59.7,2025-06-30
64394,64394,61.6,60.7,26.4,61.7,54.7,57.0,46.0,52.2,Mixed,Conceptual,Critical,Auditory,43.8,22.4,49.5,47.2,40.7,2025-06-30
64395,64395,75.7,78.3,38.3,79.8,39.2,64.3,42.2,59.6,Emotion-focused,Intuitive,Linear,Visual,32.7,43.2,63.9,41.7,46.0,2025-06-30
64396,64396,63.8,57.2,21.9,65.1,76.3,57.0,44.6,51.6,Emotion-focused,Behavioral,Critical,Reading/Writing,73.3,19.7,74.8,55.5,40.9,2025-06-30
64397,64397,71.6,68.2,39.7,72.0,56.1,54.8,39.2,36.3,Social,Intuitive,Systems,Multimodal,17.5,18.1,78.2,71.5,36.1,2025-06-30
64398,64398,53.5,43.4,58.3,44.9,54.4,84.7,13.6,24.7,Emotion-focused,Intuitive,Creative,Auditory,28.0,40.5,44.8,29.4,43.7,2025-06-30
64399,64399,45.9,53.5,59.5,49.0,65.8,91.6,23.7,46.0,Spiritual,Conceptual,Creative,Visual,32.2,20.8,57.1,60.0,48.4,2025-06-30
64400,64400,47.3,59.0,48.3,60.4,53.0,79.1,32.3,79.9,Avoidance,Behavioral,Systems,Reading/Writing,54.3,17.7,37.7,27.5,23.1,2025-06-30
64401,64401,59.6,64.9,45.6,51.9,57.3,87.0,17.9,52.0,Spiritual,Intuitive,Lateral,Visual,20.2,36.7,44.0,57.8,55.3,2025-06-30
64402,64402,40.3,36.6,75.2,34.7,100.0,77.4,13.7,70.3,Problem-focused,Analytical,Creative,Multimodal,21.8,7.4,60.1,14.2,22.9,2025-06-30
64403,64403,50.9,45.0,53.3,45.7,73.6,77.4,21.8,38.3,Emotion-focused,Intuitive,Lateral,Reading/Writing,41.9,30.2,33.1,33.0,42.7,2025-06-30
64404,64404,95.4,68.4,24.2,71.2,53.6,45.7,59.7,66.6,Emotion-focused,Analytical,Lateral,Multimodal,33.7,69.9,35.7,50.4,68.0,2025-06-30
64405,64405,56.8,51.5,64.3,41.2,52.3,84.0,18.6,29.9,Spiritual,Conceptual,Creative,Multimodal,52.5,39.1,32.8,22.7,45.3,2025-06-30
64406,64406,45.6,45.7,51.7,49.3,83.7,73.2,28.5,28.7,Problem-focused,Directive,Creative,Visual,49.4,53.7,19.7,36.3,49.1,2025-06-30
64407,64407,89.9,74.9,34.6,87.6,39.5,2.2,79.1,67.0,Emotion-focused,Behavioral,Lateral,Kinesthetic,24.4,53.7,55.6,83.1,61.0,2025-06-30
64408,64408,76.1,75.0,24.4,76.4,46.9,44.9,46.7,40.6,Avoidance,Conceptual,Linear,Visual,27.8,22.4,56.7,51.4,36.7,2025-06-30
64409,64409,48.8,53.3,52.3,56.1,69.2,57.3,45.0,83.5,Avoidance,Behavioral,Linear,Kinesthetic,22.9,63.5,11.9,70.5,50.1,2025-06-30
64410,64410,31.6,56.0,48.2,50.5,57.6,66.1,22.8,51.1,Mixed,Analytical,Systems,Visual,37.7,46.5,63.6,60.1,41.7,2025-06-30
64411,64411,3.7,25.2,72.6,28.2,91.5,74.0,25.6,31.8,Problem-focused,Conceptual,Systems,Kinesthetic,72.8,39.1,42.5,30.0,38.6,2025-06-30
64412,64412,24.6,46.2,59.1,49.0,58.1,88.4,13.2,59.1,Mixed,Conceptual,Lateral,Multimodal,47.4,26.1,57.5,50.9,34.7,2025-06-30
64413,64413,76.8,71.4,27.0,76.3,49.4,34.7,61.4,82.6,Problem-focused,Conceptual,Systems,Visual,30.8,42.1,74.8,58.8,71.6,2025-06-30
64414,64414,25.4,29.0,76.8,37.9,76.8,90.6,8.2,46.3,Avoidance,Analytical,Linear,Multimodal,6.5,38.6,95.6,24.5,28.8,2025-06-30
64415,64415,33.6,31.3,67.5,38.2,78.8,77.2,34.2,32.4,Mixed,Analytical,Systems,Auditory,50.7,43.6,44.1,27.0,39.0,2025-06-30
64416,64416,68.4,72.6,46.0,63.5,74.4,56.4,45.7,36.5,Spiritual,Analytical,Systems,Visual,35.6,35.7,15.9,31.0,58.1,2025-06-30
64417,64417,44.8,72.8,42.2,59.1,57.9,81.3,30.2,71.7,Avoidance,Analytical,Lateral,Auditory,46.8,54.7,69.7,53.3,56.9,2025-06-30
64418,64418,82.2,60.2,36.6,71.0,42.9,74.3,48.2,60.4,Avoidance,Conceptual,Creative,Multimodal,52.3,53.1,64.9,62.3,57.0,2025-06-30
64419,64419,37.5,52.8,44.9,50.7,74.8,76.9,32.1,44.4,Spiritual,Intuitive,Linear,Multimodal,5.4,91.4,69.3,61.0,72.7,2025-06-30
64420,64420,37.9,31.2,62.2,41.9,81.9,81.9,23.0,71.6,Spiritual,Behavioral,Critical,Kinesthetic,74.1,42.4,14.7,49.8,18.5,2025-06-30
64421,64421,58.7,52.8,50.4,47.7,71.0,97.4,4.6,75.2,Mixed,Intuitive,Creative,Kinesthetic,31.3,22.4,55.7,34.4,36.5,2025-06-30
64422,64422,43.5,37.0,56.5,42.8,48.7,65.0,32.6,92.1,Mixed,Behavioral,Creative,Auditory,54.0,18.3,86.0,41.2,30.2,2025-06-30
64423,64423,91.8,78.5,33.5,80.1,31.0,43.5,56.9,52.7,Social,Conceptual,Critical,Reading/Writing,32.2,50.7,26.1,45.4,58.9,2025-06-30
64424,64424,69.9,63.3,47.1,68.9,71.1,67.9,33.7,70.3,Spiritual,Analytical,Critical,Visual,45.7,3.9,60.0,40.7,36.9,2025-06-30
64425,64425,62.3,54.4,37.4,67.2,48.9,39.9,56.0,100.0,Avoidance,Behavioral,Lateral,Reading/Writing,43.9,35.9,59.1,64.6,53.4,2025-06-30
64426,64426,19.5,36.2,61.2,38.8,70.5,91.6,18.4,56.6,Spiritual,Conceptual,Critical,Reading/Writing,18.1,13.3,45.4,23.6,18.6,2025-06-30
64427,64427,6.4,25.3,99.1,18.5,86.9,91.7,5.6,31.0,Problem-focused,Conceptual,Linear,Visual,37.6,41.3,59.3,15.7,33.8,2025-06-30
64428,64428,46.3,43.9,61.9,47.2,61.6,69.6,22.5,67.6,Avoidance,Conceptual,Linear,Kinesthetic,54.0,28.5,49.4,27.0,30.4,2025-06-30
64429,64429,64.6,60.4,35.3,71.5,49.2,44.8,39.9,42.1,Mixed,Directive,Critical,Multimodal,38.8,38.3,73.2,44.5,53.5,2025-06-30
64430,64430,77.6,85.3,22.5,75.1,56.3,15.4,66.7,58.8,Social,Analytical,Linear,Auditory,55.4,31.6,76.8,55.1,55.6,2025-06-30
64431,64431,95.7,79.8,10.7,83.8,41.5,31.2,68.2,98.8,Spiritual,Analytical,Systems,Visual,56.6,28.0,62.9,37.2,57.3,2025-06-30
64432,64432,54.2,57.9,49.1,62.0,53.4,39.0,55.9,51.4,Avoidance,Conceptual,Linear,Multimodal,47.7,39.4,54.8,43.6,44.5,2025-06-30
64433,64433,29.4,26.0,62.5,33.9,87.5,73.5,10.9,41.1,Avoidance,Behavioral,Creative,Visual,56.2,19.1,9.0,42.6,30.5,2025-06-30
64434,64434,40.4,53.9,58.3,50.0,64.6,60.2,42.7,37.4,Mixed,Intuitive,Creative,Visual,21.9,39.8,54.5,40.8,42.8,2025-06-30
64435,64435,100.0,83.8,8.5,94.2,31.6,12.8,84.8,78.4,Problem-focused,Conceptual,Lateral,Auditory,31.5,42.8,82.8,77.5,61.4,2025-06-30
64436,64436,57.8,50.7,56.3,44.3,82.0,72.2,25.8,68.8,Spiritual,Behavioral,Critical,Reading/Writing,35.4,1.5,36.9,46.1,36.1,2025-06-30
64437,64437,40.7,40.4,60.0,40.9,89.5,70.4,25.8,29.1,Social,Directive,Critical,Multimodal,28.0,26.0,32.6,39.1,38.6,2025-06-30
64438,64438,40.0,47.7,34.7,62.7,42.5,45.5,55.0,79.7,Spiritual,Analytical,Critical,Auditory,28.8,16.5,80.1,29.0,29.1,2025-06-30
64439,64439,60.4,58.5,45.9,52.0,49.3,64.3,29.4,73.8,Mixed,Analytical,Creative,Auditory,28.9,25.3,39.3,36.3,47.2,2025-06-30
64440,64440,54.5,43.4,50.6,44.1,95.6,66.2,31.8,79.7,Avoidance,Intuitive,Systems,Kinesthetic,53.0,36.6,68.8,43.6,48.5,2025-06-30
64441,64441,44.2,20.8,60.3,30.9,100.0,66.0,31.6,44.3,Social,Directive,Creative,Multimodal,49.3,64.7,54.5,0.0,32.3,2025-06-30
64442,64442,57.4,63.3,42.1,59.3,50.6,61.3,41.0,14.3,Avoidance,Analytical,Linear,Auditory,45.2,34.2,34.2,41.1,44.0,2025-06-30
64443,64443,40.1,47.9,47.6,44.8,85.1,80.3,21.9,31.5,Emotion-focused,Conceptual,Creative,Kinesthetic,35.5,24.8,60.6,14.9,25.9,2025-06-30
64444,64444,69.5,78.7,24.7,84.7,55.5,30.4,69.2,50.4,Avoidance,Intuitive,Systems,Reading/Writing,37.0,43.2,37.3,67.7,51.1,2025-06-30
64445,64445,33.5,41.8,64.7,48.4,72.2,69.4,33.1,65.2,Mixed,Directive,Linear,Visual,70.5,15.7,37.8,25.0,30.6,2025-06-30
64446,64446,77.2,61.6,31.6,66.2,50.5,49.4,46.1,30.4,Emotion-focused,Conceptual,Creative,Visual,56.3,75.4,39.5,78.1,56.5,2025-06-30
64447,64447,43.9,63.7,50.7,62.1,60.5,36.7,72.2,46.7,Problem-focused,Intuitive,Systems,Multimodal,17.8,26.6,45.5,59.0,42.0,2025-06-30
