event_id,user_id,event_type,event_date,impact_score,emotional_impact,financial_impact,stress_impact,recovery_time,support_received,lesson_learned,adaptation_score,resilience_score,mindset_shift,behavioral_change,risk_taken,outcome_effect,long_term_effect,recorded_at
39868,39868,Promotion,2023-11-05,39.5,46.1,-13.3,12.2,18.0,50.3,58.7,36.0,48.9,51.2,37.6,38.0,60.9,55.5,2024-01-05
39869,39869,Divorce,2025-05-28,59.7,64.1,79.3,38.2,32.0,69.4,59.8,41.7,41.0,40.6,23.5,48.0,56.7,48.8,2025-07-07
39870,39870,Spiritual Awakening,2024-05-24,65.9,74.7,-34.4,40.8,44.0,79.3,60.1,45.4,45.9,41.3,54.0,55.0,42.8,62.0,2024-06-03
39871,39871,Relocation,2024-03-26,-12.3,19.7,1.9,2.4,13.0,85.9,52.9,26.5,29.1,39.1,33.5,30.9,7.0,15.1,2024-06-15
39872,39872,Childbirth,2024-05-21,-8.1,14.4,-18.7,24.0,0.0,62.4,49.6,51.4,78.5,45.0,89.3,53.6,17.2,13.1,2024-06-07
39873,39873,Investment Win,2022-10-30,54.5,49.5,29.3,48.0,49.0,57.0,27.9,29.6,44.8,38.2,49.4,59.4,40.7,29.4,2023-01-25
39874,39874,Education Milestone,2025-08-10,-15.1,21.6,0.5,3.2,10.0,54.2,32.5,48.8,70.7,32.6,59.0,44.3,23.7,21.7,2025-08-13
39875,39875,Divorce,2024-09-19,31.9,44.4,20.7,34.0,14.0,8.4,69.1,52.6,55.9,36.3,15.8,33.5,37.0,40.0,2024-12-10
39876,39876,Childbirth,2025-06-05,2.9,6.3,-6.4,10.8,11.0,62.8,39.5,29.7,28.4,27.8,23.8,20.8,22.6,34.9,2025-06-13
39877,39877,Childbirth,2022-06-26,-9.2,14.9,24.9,9.4,2.0,32.1,60.4,32.6,46.9,16.3,54.5,0.0,-8.9,-1.0,2022-07-19
39878,39878,Bereavement,2024-11-14,22.0,30.3,32.9,26.4,30.0,47.9,69.1,47.8,42.1,43.9,26.4,42.7,19.0,40.6,2024-11-16
39879,39879,Accident,2025-03-07,-34.5,47.5,-13.8,26.7,40.0,18.2,41.8,14.4,26.4,24.1,35.0,13.9,11.4,31.4,2025-04-30
39880,39880,Relocation,2025-01-14,25.9,31.7,-22.1,13.8,0.0,34.3,81.9,45.7,37.0,40.9,23.2,40.8,47.0,65.9,2025-02-24
39881,39881,Job Change,2023-09-16,-13.5,9.0,27.5,0.0,16.0,52.0,85.1,25.5,38.9,41.5,54.8,35.3,11.4,49.1,2023-11-29
39882,39882,Marriage,2025-03-23,7.5,13.8,13.7,1.8,8.0,46.0,33.4,44.3,31.1,38.1,49.2,58.0,-4.5,6.8,2025-04-23
39883,39883,Accident,2022-05-12,-11.4,18.7,38.8,2.5,3.0,45.7,23.9,27.4,68.4,35.5,62.8,0.0,7.5,30.0,2022-07-06
39884,39884,Bereavement,2025-07-10,40.8,28.2,-24.4,31.3,43.0,13.0,73.3,42.4,60.6,57.1,69.1,38.1,19.3,18.0,2025-08-25
39885,39885,Promotion,2022-09-29,-18.5,14.1,-50.9,26.4,7.0,69.4,65.8,68.8,81.8,33.1,69.8,46.5,16.6,18.1,2022-10-13
39886,39886,Education Milestone,2023-09-10,22.0,0.0,-3.4,8.7,21.0,82.5,69.8,44.5,40.6,25.0,10.4,17.6,41.3,44.7,2023-11-14
39887,39887,Investment Win,2025-03-12,54.2,59.4,-40.7,49.2,45.0,42.3,61.8,36.2,41.3,54.1,74.8,49.7,49.9,47.9,2025-06-03
39888,39888,Recovery,2022-05-24,-25.4,0.0,16.7,18.5,11.0,53.4,63.2,18.9,29.1,25.2,88.2,53.7,-6.1,20.2,2022-06-29
39889,39889,Travel,2025-03-14,36.3,52.0,5.6,29.3,34.0,68.1,59.1,20.2,42.3,24.8,59.5,72.3,34.0,43.3,2025-05-19
39890,39890,Investment Win,2024-09-11,13.6,23.2,-4.7,25.7,20.0,70.6,55.4,41.5,48.6,56.7,91.5,67.1,12.1,18.7,2024-12-06
39891,39891,Education Milestone,2023-11-17,29.6,40.9,13.5,35.3,30.0,27.5,30.6,39.1,32.0,50.6,18.9,14.5,21.4,19.9,2023-11-26
39892,39892,Relocation,2024-09-08,15.6,9.2,10.0,1.0,14.0,51.2,78.3,52.1,58.1,30.7,86.1,43.1,34.3,68.8,2024-11-06
39893,39893,Illness,2023-09-09,-4.4,1.2,-1.7,6.3,2.0,60.7,36.9,32.5,43.7,32.8,49.5,40.3,16.0,21.5,2023-09-24
39894,39894,Layoff,2024-05-15,30.6,28.4,-16.1,21.5,32.0,40.5,48.8,49.7,59.9,14.8,71.6,68.0,39.2,39.9,2024-07-26
39895,39895,Education Milestone,2022-09-13,8.9,17.2,-26.3,20.2,8.0,49.0,81.5,52.4,37.6,41.3,45.8,5.0,19.9,28.5,2022-10-23
39896,39896,Layoff,2023-04-26,46.4,31.6,26.6,35.8,34.0,68.6,71.5,29.3,34.6,27.2,33.9,51.9,33.9,39.2,2023-06-04
39897,39897,Spiritual Awakening,2025-08-23,57.9,65.6,-1.5,21.4,59.0,36.3,52.5,74.4,63.7,33.1,59.2,14.5,62.8,81.1,2025-10-18
39898,39898,Job Change,2025-08-18,-10.1,5.9,13.6,0.7,0.0,75.6,36.9,35.9,25.9,32.4,40.2,34.5,8.3,9.4,2025-09-05
39899,39899,Education Milestone,2022-08-15,-9.8,10.4,27.1,7.5,0.0,73.0,38.1,39.9,44.1,51.9,32.5,38.6,10.7,20.4,2022-08-20
39900,39900,Accident,2025-04-16,31.1,32.2,-16.3,4.4,10.0,30.7,50.4,44.1,42.1,35.5,68.3,23.0,62.7,67.6,2025-04-20
39901,39901,Layoff,2024-06-16,-25.2,31.7,-37.5,17.1,24.0,71.6,37.3,36.9,38.9,49.8,5.5,53.7,-3.9,9.0,2024-08-26
39902,39902,Retirement,2022-07-16,-23.6,0.0,-1.7,15.8,18.0,71.3,76.9,40.8,44.9,40.1,21.2,5.0,16.9,34.3,2022-08-16
39903,39903,Job Change,2022-11-13,-6.7,0.0,14.7,16.2,22.0,81.2,78.8,43.3,27.9,34.2,53.9,48.4,22.6,26.9,2023-01-21
39904,39904,Retirement,2022-06-01,-15.4,9.4,-4.0,0.0,0.0,59.1,48.3,31.4,36.8,11.1,43.5,14.6,8.5,32.9,2022-08-17
39905,39905,Education Milestone,2023-06-05,-19.5,5.8,28.9,33.4,19.0,54.8,94.6,37.2,39.8,42.7,63.9,58.7,4.7,51.9,2023-08-01
39906,39906,Relocation,2023-12-27,9.0,25.8,17.2,0.0,36.0,46.1,59.0,32.8,22.4,58.8,59.2,41.0,21.8,37.2,2024-02-16
39907,39907,Investment Win,2024-08-18,11.7,11.4,-27.8,1.9,25.0,100.0,81.0,66.7,82.6,68.4,45.9,44.4,47.4,55.8,2024-11-12
39908,39908,Travel,2025-03-17,-0.1,7.7,-2.0,0.0,6.0,45.3,42.4,36.3,28.9,0.0,56.7,41.5,24.7,35.7,2025-04-28
39909,39909,Travel,2024-07-26,-35.0,47.8,-1.3,16.1,22.0,61.5,91.3,41.4,54.8,41.9,33.9,85.0,6.1,39.7,2024-08-31
39910,39910,Job Change,2022-01-08,4.0,3.8,-13.2,0.0,13.0,8.4,73.3,23.8,19.2,34.9,64.4,59.8,27.4,25.7,2022-03-29
39911,39911,Bereavement,2025-12-18,0.1,22.7,1.5,20.2,0.0,89.1,67.9,46.5,53.1,33.5,31.9,37.8,-0.9,13.8,2026-02-17
39912,39912,Job Change,2022-09-20,65.2,56.1,15.7,53.6,53.0,44.1,49.9,40.1,40.2,42.4,98.1,0.0,37.4,46.7,2022-10-23
39913,39913,Financial Loss,2022-08-18,-34.3,35.4,-2.1,20.7,28.0,41.4,44.6,8.7,5.3,37.9,36.9,3.4,-1.9,6.2,2022-09-20
39914,39914,Marriage,2023-06-08,-75.0,81.2,-5.0,53.0,58.0,53.1,80.0,53.1,51.1,67.5,30.3,22.1,-15.1,28.4,2023-06-13
39915,39915,Recovery,2022-09-19,3.3,0.0,38.1,7.3,3.0,25.7,24.5,28.4,22.3,65.1,68.6,27.9,3.1,6.2,2022-12-05
39916,39916,Divorce,2022-07-16,-8.0,0.0,12.1,0.0,1.0,35.1,63.5,26.9,31.5,42.5,58.5,45.2,10.8,34.1,2022-07-19
39917,39917,Marriage,2024-06-19,-4.2,9.5,-17.8,0.0,21.0,73.6,62.5,51.7,41.0,24.3,31.4,52.1,22.6,30.1,2024-09-11
39918,39918,Illness,2025-01-18,-45.0,31.4,-2.2,24.8,29.0,41.8,38.8,24.4,28.1,17.5,62.6,74.8,-5.5,19.2,2025-03-25
39919,39919,Relocation,2024-02-01,5.6,22.0,6.5,13.0,0.0,46.8,50.2,67.5,45.9,47.7,49.2,71.5,21.8,37.7,2024-03-10
39920,39920,Accident,2025-01-14,-36.4,32.9,24.9,21.4,34.0,89.4,42.6,46.1,34.8,37.5,47.3,24.5,4.0,19.7,2025-04-06
39921,39921,Education Milestone,2025-08-19,9.4,20.7,-15.2,9.8,0.0,100.0,27.5,46.5,40.1,19.2,53.3,47.4,33.6,30.2,2025-08-22
39922,39922,Financial Loss,2023-12-12,20.0,13.8,-22.6,5.9,32.0,40.8,63.1,18.3,27.4,36.6,47.4,17.0,34.6,52.1,2024-02-24
39923,39923,Reconciliation,2025-02-26,54.6,67.4,-15.4,44.0,32.0,29.5,41.2,44.1,50.1,30.0,75.5,2.9,43.9,55.2,2025-05-08
39924,39924,Illness,2024-04-20,23.5,22.2,7.7,1.5,6.0,51.4,79.2,40.7,34.6,32.9,50.9,41.4,26.7,55.0,2024-05-27
39925,39925,Education Milestone,2022-10-25,49.9,47.0,55.8,31.5,32.0,59.7,65.1,37.1,71.7,51.6,44.2,43.7,39.0,63.8,2022-12-29
39926,39926,Bereavement,2025-07-17,42.0,34.7,0.9,34.7,41.0,32.5,66.0,44.5,45.0,30.0,76.1,41.3,40.8,58.3,2025-07-29
39927,39927,Spiritual Awakening,2025-09-06,16.0,40.9,-4.0,0.0,24.0,18.2,38.6,14.5,61.9,28.5,91.8,22.1,39.3,45.3,2025-10-20
39928,39928,Financial Loss,2022-02-02,21.5,2.2,16.5,29.5,34.0,56.9,79.8,38.8,42.4,36.6,100.0,33.9,18.0,44.0,2022-03-26
39929,39929,Bereavement,2022-10-03,61.8,51.4,-51.3,39.2,31.0,56.8,40.1,24.7,36.0,39.2,25.2,47.4,45.6,30.5,2022-11-05
39930,39930,Divorce,2024-05-19,5.8,0.0,21.7,5.7,0.0,45.2,61.8,84.8,100.0,17.8,44.9,23.5,48.7,57.8,2024-05-22
39931,39931,Job Change,2025-11-17,32.2,20.1,-31.4,25.8,8.0,40.1,53.3,55.1,81.7,33.5,55.6,19.2,49.1,66.9,2025-11-28
39932,39932,Bereavement,2024-06-14,5.7,12.0,-10.7,20.3,14.0,35.3,46.9,37.2,14.9,71.7,58.6,43.5,9.2,15.5,2024-08-16
39933,39933,Education Milestone,2024-08-22,30.7,52.6,15.5,14.4,24.0,43.6,63.0,40.6,43.4,12.2,49.1,52.3,29.4,31.4,2024-08-28
39934,39934,Accident,2022-01-25,-11.8,7.6,2.3,0.0,11.0,34.8,26.5,37.7,20.1,20.4,33.7,35.0,-6.0,-7.8,2022-04-22
39935,39935,Retirement,2022-01-10,-38.9,25.2,-27.0,39.3,38.0,2.9,36.6,6.2,29.3,44.5,35.8,16.7,-6.0,-4.6,2022-01-29
39936,39936,Layoff,2025-01-17,4.7,9.8,15.2,0.0,0.0,53.2,80.1,34.2,69.9,52.4,54.0,58.2,18.9,46.7,2025-01-22
39937,39937,Marriage,2023-12-27,44.2,34.7,28.2,37.3,29.0,67.5,36.9,37.9,27.1,19.4,42.1,16.8,43.8,55.7,2024-02-13
39938,39938,Promotion,2024-11-16,33.2,40.0,-1.4,36.5,11.0,26.7,66.8,48.7,47.5,47.6,59.8,39.2,50.0,74.3,2025-02-02
39939,39939,Marriage,2025-12-25,-3.0,0.0,60.3,10.5,0.0,68.9,26.2,49.9,23.9,17.1,100.0,19.7,27.7,15.9,2026-02-25
39940,39940,Travel,2025-12-03,-23.6,20.5,30.4,37.9,17.0,59.9,59.4,43.0,40.4,27.2,41.1,14.6,13.3,35.6,2025-12-18
39941,39941,Recovery,2023-03-13,-3.3,1.7,11.5,0.0,5.0,52.8,45.9,13.9,38.6,11.9,53.5,64.8,0.6,15.5,2023-05-31
39942,39942,Relocation,2024-11-19,60.5,62.8,6.7,19.7,49.0,74.6,49.7,25.4,43.7,47.4,68.0,29.5,58.4,62.8,2025-02-13
39943,39943,Childbirth,2022-08-04,-36.4,38.0,6.7,4.5,34.0,23.0,77.2,35.6,41.6,31.6,55.7,42.6,-5.8,22.1,2022-10-25
39944,39944,Education Milestone,2023-12-27,30.1,10.9,21.5,22.0,14.0,55.4,40.9,26.9,25.6,19.6,33.7,26.2,41.5,44.0,2024-01-25
39945,39945,Promotion,2023-07-27,6.0,1.3,-33.6,0.7,10.0,100.0,33.1,45.5,31.1,60.4,57.7,55.1,2.9,5.2,2023-10-04
39946,39946,Marriage,2024-10-09,-32.4,26.7,29.0,36.4,30.0,76.4,30.6,39.7,40.2,27.8,52.2,21.6,1.9,-0.0,2024-10-26
39947,39947,Illness,2025-05-17,-52.3,41.9,-34.7,46.3,46.0,53.3,61.5,47.1,57.1,25.7,7.9,69.2,-2.9,13.6,2025-05-31
39948,39948,Marriage,2023-08-10,-20.0,18.9,-52.7,0.0,0.0,41.1,50.7,50.8,62.0,13.3,49.2,15.9,12.1,21.8,2023-10-23
39949,39949,Relocation,2024-01-20,-19.6,37.8,26.7,1.2,21.0,45.0,34.3,62.4,62.3,46.4,100.0,71.5,-1.8,9.6,2024-01-31
39950,39950,Marriage,2024-11-29,18.6,7.5,-3.3,26.9,16.0,27.7,64.1,32.5,40.6,32.3,28.4,29.5,32.2,44.3,2025-02-21
39951,39951,Travel,2024-05-24,35.7,34.9,1.2,26.7,40.0,18.5,56.0,75.2,65.7,29.8,38.4,81.5,66.2,62.3,2024-08-01
39952,39952,Spiritual Awakening,2025-05-26,25.4,27.9,45.7,27.8,26.0,41.5,11.8,17.9,35.4,28.2,51.4,52.9,15.1,26.7,2025-06-06
39953,39953,Investment Win,2025-10-17,13.3,0.5,15.7,0.0,5.0,82.6,52.1,37.4,40.1,20.1,30.1,63.4,39.5,50.4,2025-12-11
39954,39954,Travel,2022-04-02,69.2,63.9,24.3,52.0,44.0,68.8,43.5,26.6,31.7,35.2,47.3,66.0,28.7,34.5,2022-04-18
39955,39955,Retirement,2025-10-20,-64.7,51.7,-16.9,54.5,39.0,5.7,38.9,43.9,46.7,30.5,68.7,0.0,-12.0,-4.2,2025-11-16
39956,39956,Education Milestone,2023-01-31,14.6,32.1,4.2,1.8,14.0,79.6,21.9,33.2,25.7,48.2,24.2,35.7,32.1,24.4,2023-04-13
39957,39957,Promotion,2025-05-19,17.5,0.2,14.4,1.7,19.0,46.4,50.7,57.5,69.1,50.1,70.8,27.1,26.8,53.6,2025-08-08
39958,39958,Retirement,2023-02-05,19.9,19.2,-11.2,4.2,14.0,68.3,37.0,26.6,36.7,2.7,55.6,60.9,19.8,9.8,2023-02-06
39959,39959,Travel,2023-05-21,-39.7,54.8,-2.4,33.6,23.0,21.5,34.4,1.3,13.6,8.7,70.2,53.5,-6.0,15.4,2023-05-27
39960,39960,Marriage,2023-04-22,-12.9,18.1,-27.2,0.0,0.0,55.6,83.6,46.4,41.3,55.3,53.5,50.0,18.6,37.8,2023-06-01
39961,39961,Childbirth,2023-06-21,69.9,74.0,11.4,52.6,80.0,30.9,30.1,27.0,39.7,34.2,0.0,35.1,35.8,40.4,2023-07-02
39962,39962,Accident,2025-01-14,-1.9,0.0,-39.4,0.0,0.0,59.2,25.0,23.8,43.5,27.2,67.6,60.4,16.7,-6.5,2025-03-18
39963,39963,Divorce,2025-11-14,-86.9,100.0,10.8,68.8,75.0,78.5,68.0,27.7,14.3,62.4,41.9,37.3,-38.1,-2.8,2026-01-18
39964,39964,Marriage,2022-01-14,89.0,100.0,9.9,67.8,85.0,25.0,42.8,43.4,52.5,23.3,50.0,35.1,60.7,48.6,2022-04-10
39965,39965,Illness,2025-03-27,16.5,14.1,-8.3,6.3,11.0,68.8,43.3,50.2,44.2,49.0,46.2,61.3,37.0,38.9,2025-05-06
39966,39966,Bereavement,2022-02-12,24.3,25.5,1.3,20.8,2.0,54.1,66.8,33.0,44.4,50.7,47.3,21.2,18.7,34.9,2022-03-04
39967,39967,Marriage,2025-04-09,9.9,0.0,6.2,0.0,27.0,30.5,44.1,25.6,27.7,27.3,58.9,12.5,30.7,36.0,2025-05-23
39968,39968,Investment Win,2022-02-26,-14.1,20.4,-4.7,19.0,9.0,42.8,54.4,34.0,43.1,15.0,94.3,30.6,-0.2,9.4,2022-03-04
39969,39969,Layoff,2022-01-23,-43.2,55.0,-23.6,42.4,27.0,56.9,69.3,70.7,66.3,34.7,61.6,49.6,10.3,22.2,2022-04-18
39970,39970,Education Milestone,2022-12-04,7.5,0.0,-31.8,5.1,4.0,49.9,52.0,16.0,31.7,16.7,28.4,15.5,38.1,35.8,2023-03-03
39971,39971,Promotion,2024-03-04,-32.6,39.5,16.4,33.1,32.0,78.3,35.1,73.0,42.0,50.2,51.4,62.8,15.9,39.4,2024-05-04
39972,39972,Bereavement,2025-07-20,11.9,7.4,19.8,11.4,13.0,54.0,61.7,49.6,47.2,21.0,73.1,76.6,16.3,39.1,2025-07-30
39973,39973,Promotion,2025-08-08,31.3,16.7,7.7,9.2,16.0,80.4,33.6,35.5,24.3,39.0,42.4,81.8,30.1,27.9,2025-08-14
39974,39974,Relocation,2022-11-22,-33.2,43.2,-18.1,19.8,32.0,62.2,39.4,32.9,29.3,43.1,16.6,47.4,7.7,22.0,2023-01-09
39975,39975,Illness,2024-07-27,0.2,0.2,2.1,0.0,20.0,48.1,9.4,28.9,42.0,31.3,46.9,21.2,23.4,23.4,2024-09-23
39976,39976,Retirement,2022-11-03,-60.1,71.8,21.8,48.9,55.0,44.5,78.2,48.2,57.4,52.8,45.6,30.2,-5.0,16.3,2022-12-08
39977,39977,Reconciliation,2024-04-07,-4.8,0.0,22.0,0.0,10.0,70.2,66.4,61.4,63.8,48.7,91.0,35.9,12.4,31.5,2024-04-24
39978,39978,Layoff,2025-11-07,42.1,41.7,11.8,30.9,29.0,77.6,17.5,35.4,47.0,23.5,51.5,41.5,50.0,29.9,2025-11-20
39979,39979,Divorce,2024-09-11,-7.9,0.0,-23.0,0.0,0.0,31.6,52.8,36.7,50.9,35.7,80.8,20.5,25.0,46.8,2024-09-22
39980,39980,Divorce,2024-07-27,38.1,44.3,12.1,15.6,34.0,33.6,44.2,56.3,48.8,72.3,52.6,53.5,59.3,50.6,2024-10-17
39981,39981,Bereavement,2025-11-23,-32.7,20.9,35.9,23.8,19.0,56.9,57.5,56.0,56.9,55.5,23.7,35.8,22.0,15.5,2026-02-05
39982,39982,Illness,2023-10-04,-24.8,23.6,-47.5,23.3,16.0,20.7,48.2,35.6,41.6,0.5,39.1,25.2,1.4,7.3,2023-12-20
39983,39983,Layoff,2022-10-21,-52.6,64.5,-16.2,50.5,28.0,31.8,42.3,32.3,30.2,35.3,58.9,43.7,2.8,26.0,2022-12-13
39984,39984,Bereavement,2022-06-30,11.6,16.8,12.0,14.6,0.0,43.1,43.7,48.4,39.3,47.1,70.3,52.1,43.2,38.8,2022-08-26
39985,39985,Bereavement,2024-08-28,-11.9,12.0,12.4,0.0,3.0,52.4,63.9,36.6,33.2,47.5,42.8,37.0,24.0,25.5,2024-10-16
39986,39986,Divorce,2023-06-24,-44.2,37.7,5.0,31.2,37.0,60.0,11.3,0.0,12.0,19.6,64.2,25.1,0.0,9.5,2023-08-01
39987,39987,Reconciliation,2023-01-02,10.8,4.9,11.8,5.4,0.0,51.4,61.1,54.7,34.9,45.4,41.0,39.3,47.1,63.8,2023-03-08
39988,39988,Retirement,2023-05-28,58.1,65.7,-53.0,39.8,50.0,68.2,26.3,20.7,2.3,34.8,77.1,42.9,46.7,39.0,2023-06-30
39989,39989,Travel,2025-07-12,13.6,26.7,30.8,7.3,0.0,24.9,61.2,26.7,35.7,38.4,27.9,29.4,19.4,35.8,2025-09-20
39990,39990,Investment Win,2023-08-24,-30.9,31.2,-30.9,28.3,28.0,44.7,14.5,41.5,46.8,6.3,46.2,35.6,-0.3,-2.8,2023-10-03
39991,39991,Childbirth,2024-04-06,10.4,15.7,-3.0,23.3,6.0,69.6,65.4,79.9,78.5,86.0,53.3,53.1,35.7,61.2,2024-06-01
39992,39992,Education Milestone,2025-07-04,22.2,22.2,3.1,29.6,7.0,50.6,31.6,42.1,49.7,46.3,16.9,34.2,41.1,49.3,2025-08-01
39993,39993,Reconciliation,2022-12-14,46.7,51.0,5.4,33.1,39.0,34.7,55.0,77.4,62.8,52.5,37.9,53.1,74.6,84.9,2023-01-25
39994,39994,Illness,2022-07-03,-22.9,29.1,0.9,15.6,17.0,49.8,77.5,46.5,36.2,28.7,59.6,50.8,5.9,29.4,2022-07-19
39995,39995,Accident,2024-07-31,-52.1,51.1,-29.8,47.4,53.0,57.8,75.9,53.6,57.7,23.9,65.7,64.8,-3.6,21.9,2024-09-14
39996,39996,Education Milestone,2023-05-09,-51.2,49.0,4.7,45.0,28.0,25.7,64.0,43.4,60.5,45.5,63.9,38.9,2.7,19.0,2023-07-13
39997,39997,Reconciliation,2023-12-19,-13.7,19.2,10.3,5.3,18.0,40.5,52.7,22.2,37.9,35.9,56.2,64.7,27.7,18.7,2024-01-02
39998,39998,Job Change,2023-05-05,2.5,6.4,29.1,0.0,0.0,41.8,53.4,63.6,56.0,5.9,56.9,67.0,18.1,34.8,2023-05-11
39999,39999,Retirement,2022-05-29,0.4,5.5,-20.5,0.0,17.0,52.4,36.2,22.2,32.2,43.6,82.8,34.0,0.9,14.5,2022-08-11
40000,40000,Relocation,2022-03-30,4.8,0.0,1.6,0.0,0.0,63.4,62.1,40.3,57.5,41.4,76.2,50.7,41.3,42.3,2022-05-19
40001,40001,Job Change,2025-03-23,32.3,25.1,19.5,32.4,27.0,37.9,56.3,56.9,80.3,25.9,83.8,37.4,38.4,21.6,2025-05-28
40002,40002,Accident,2022-05-19,37.3,22.0,10.4,12.4,18.0,45.7,61.3,38.4,42.0,60.1,36.1,35.2,37.4,46.2,2022-06-28
40003,40003,Illness,2024-03-13,49.3,57.5,-12.8,24.4,33.0,20.8,30.0,25.1,32.8,21.3,33.7,33.1,55.4,50.7,2024-03-22
40004,40004,Education Milestone,2024-02-08,-44.9,42.6,11.1,18.3,44.0,49.0,35.2,19.6,8.1,0.0,34.2,51.8,-5.2,-6.6,2024-05-02
40005,40005,Illness,2025-10-27,-43.2,42.4,-17.8,36.4,25.0,44.0,47.7,15.9,36.2,14.2,60.5,36.6,-12.2,-13.3,2026-01-24
40006,40006,Accident,2022-09-07,57.7,56.9,31.4,35.3,10.0,80.2,44.1,43.7,58.4,32.7,51.5,66.3,67.9,76.2,2022-10-09
40007,40007,Spiritual Awakening,2024-09-21,23.2,24.3,30.8,8.5,7.0,32.5,65.5,47.7,66.3,42.0,27.7,33.7,27.0,49.9,2024-12-15
40008,40008,Layoff,2023-08-04,-16.8,14.2,-24.8,22.8,25.0,66.0,48.1,44.9,49.1,63.3,22.0,68.0,16.4,24.9,2023-10-01
40009,40009,Layoff,2023-10-06,9.8,22.0,4.8,15.7,18.0,78.7,30.5,58.0,52.9,26.8,39.2,42.7,43.7,54.1,2023-11-03
40010,40010,Bereavement,2022-08-04,24.5,16.9,-14.4,11.8,18.0,70.4,27.3,11.3,39.7,41.8,75.1,45.1,35.9,32.6,2022-08-31
40011,40011,Promotion,2022-04-12,15.9,28.7,10.5,5.4,9.0,24.3,24.7,9.1,8.8,30.2,34.8,22.3,25.4,38.4,2022-06-16
40012,40012,Investment Win,2022-12-24,17.3,6.3,-21.4,18.2,0.0,60.7,75.0,19.7,23.1,52.2,48.0,25.0,8.9,38.1,2023-03-12
40013,40013,Illness,2024-01-02,22.5,21.3,-15.2,16.2,17.0,18.3,36.7,28.0,47.0,34.2,53.6,25.9,18.4,11.9,2024-03-29
40014,40014,Childbirth,2023-12-17,14.1,25.2,11.5,18.4,16.0,30.8,33.8,43.6,50.7,58.8,44.4,25.6,30.8,23.3,2024-02-16
40015,40015,Bereavement,2023-05-10,-27.2,28.2,-10.3,11.6,40.0,25.1,67.3,33.4,36.2,47.8,42.7,21.1,3.7,20.5,2023-08-01
40016,40016,Spiritual Awakening,2025-10-16,52.2,39.5,-17.3,45.3,37.0,31.6,61.1,31.3,31.6,23.6,99.2,57.8,37.5,37.7,2025-11-09
40017,40017,Divorce,2024-10-16,-34.2,46.7,-26.8,22.7,26.0,53.8,46.4,52.6,73.8,1.3,66.0,74.7,20.8,26.9,2024-12-17
40018,40018,Retirement,2025-05-23,-11.5,4.9,-8.3,8.5,9.0,48.6,62.6,42.0,49.2,38.9,13.4,21.4,11.3,11.7,2025-06-16
40019,40019,Bereavement,2022-08-12,-11.4,29.5,7.9,4.3,18.0,9.6,58.2,68.9,55.9,38.5,55.1,22.3,34.1,53.5,2022-09-29
40020,40020,Job Change,2025-05-17,31.8,28.2,8.6,25.3,31.0,22.9,22.9,37.1,41.2,43.7,60.0,62.4,42.5,35.7,2025-08-08
40021,40021,Financial Loss,2025-06-27,7.1,17.9,-8.5,20.4,0.0,45.8,60.7,33.7,54.3,34.3,61.5,19.7,20.7,37.0,2025-07-21
40022,40022,Bereavement,2025-09-19,-14.6,20.4,-20.3,10.1,23.0,48.3,66.8,34.3,43.8,28.8,81.4,11.1,10.8,16.0,2025-12-14
40023,40023,Illness,2024-06-16,-56.2,47.3,5.6,49.9,42.0,21.8,59.5,44.4,59.3,35.6,79.2,20.2,-33.9,-3.0,2024-09-11
40024,40024,Education Milestone,2025-10-31,58.4,57.6,8.5,34.1,35.0,50.8,29.3,42.2,36.8,36.9,21.4,52.3,56.3,63.3,2026-01-02
40025,40025,Job Change,2023-08-02,-12.9,13.6,-4.4,7.3,10.0,63.5,33.0,46.6,34.4,41.5,31.5,49.6,22.6,21.9,2023-10-26
40026,40026,Spiritual Awakening,2024-11-25,-14.1,26.7,-36.5,0.0,16.0,52.2,56.1,16.7,28.1,57.1,31.4,27.4,11.3,25.2,2024-12-28
40027,40027,Divorce,2023-03-24,9.5,8.5,22.3,0.0,10.0,62.1,35.7,23.4,19.0,36.1,64.9,9.1,15.0,10.9,2023-05-25
40028,40028,Divorce,2022-05-21,-35.9,36.1,48.7,22.7,38.0,44.8,64.8,50.4,37.6,46.0,68.7,43.4,-7.2,19.4,2022-05-25
40029,40029,Retirement,2023-02-16,-18.4,19.2,-16.7,12.0,12.0,22.5,78.0,43.8,61.9,48.5,45.4,27.8,16.7,52.7,2023-04-04
40030,40030,Relocation,2025-04-22,-26.4,14.9,34.6,11.9,14.0,72.6,87.7,50.7,37.0,41.3,31.4,33.4,19.3,49.9,2025-07-08
40031,40031,Spiritual Awakening,2025-10-10,-24.7,14.3,35.8,28.6,8.0,86.3,100.0,65.2,83.2,47.9,13.5,70.0,25.1,41.2,2025-12-12
40032,40032,Accident,2023-03-09,18.3,17.4,24.0,15.7,17.0,51.2,96.9,60.7,38.6,47.1,63.7,54.1,22.7,40.4,2023-05-31
40033,40033,Childbirth,2022-11-29,-47.6,53.1,4.7,50.2,52.0,37.8,41.3,42.1,29.4,41.1,34.2,23.3,-3.1,32.2,2022-12-11
40034,40034,Education Milestone,2025-08-02,34.0,26.9,2.2,31.6,25.0,76.4,45.2,50.0,45.7,34.7,36.8,46.3,28.7,30.6,2025-08-28
40035,40035,Retirement,2022-05-17,4.8,0.0,-1.3,0.0,8.0,47.9,26.9,31.5,46.6,70.1,0.4,27.3,10.7,9.7,2022-08-06
